Natural Disaster,Number of Deaths,Entity,Code,Year
Earthquake,14833.6,Upper-middle-income countries,,01/01/1940
Extreme temperature,0,Upper-middle-income countries,,01/01/1940
Extreme weather,195.2,Upper-middle-income countries,,01/01/1940
Flood,9798.7,Upper-middle-income countries,,01/01/1940
Fog,0,Upper-middle-income countries,,01/01/1940
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1940
Volcanic activity,200,Upper-middle-income countries,,01/01/1940
Wet mass movement,1700,Upper-middle-income countries,,01/01/1940
Wildfire,0,Upper-middle-income countries,,01/01/1940
Drought,0,Upper-middle-income countries,,01/01/1950
Dry mass movement,0,Upper-middle-income countries,,01/01/1950
Earthquake,356.4,Upper-middle-income countries,,01/01/1950
Extreme temperature,0,Upper-middle-income countries,,01/01/1950
Extreme weather,630.3,Upper-middle-income countries,,01/01/1950
Flood,52640.5,Upper-middle-income countries,,01/01/1950
Fog,0,Upper-middle-income countries,,01/01/1950
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1950
Volcanic activity,133.7,Upper-middle-income countries,,01/01/1950
Wet mass movement,88.8,Upper-middle-income countries,,01/01/1950
Wildfire,0,Upper-middle-income countries,,01/01/1950
Drought,800,Upper-middle-income countries,,01/01/1960
Dry mass movement,200,Upper-middle-income countries,,01/01/1960
Earthquake,863.7,Upper-middle-income countries,,01/01/1960
Extreme temperature,20.3,Upper-middle-income countries,,01/01/1960
Extreme weather,504.8,Upper-middle-income countries,,01/01/1960
Flood,151981.8,Upper-middle-income countries,,01/01/1960
Fog,0,Upper-middle-income countries,,01/01/1960
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1960
Volcanic activity,288,Upper-middle-income countries,,01/01/1960
Wet mass movement,115.8,Upper-middle-income countries,,01/01/1960
Wildfire,0,Upper-middle-income countries,,01/01/1960
Drought,6.3,Upper-middle-income countries,,01/01/1970
Dry mass movement,0,Upper-middle-income countries,,01/01/1970
Earthquake,37576.2,Upper-middle-income countries,,01/01/1970
Extreme temperature,22.6,Upper-middle-income countries,,01/01/1970
Extreme weather,447.4,Upper-middle-income countries,,01/01/1970
Flood,2337.8,Upper-middle-income countries,,01/01/1970
Fog,0,Upper-middle-income countries,,01/01/1970
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1970
Volcanic activity,30.2,Upper-middle-income countries,,01/01/1970
Wet mass movement,264.2,Upper-middle-income countries,,01/01/1970
Wildfire,0,Upper-middle-income countries,,01/01/1970
Drought,201.4,Upper-middle-income countries,,01/01/1980
Dry mass movement,56.8,Upper-middle-income countries,,01/01/1980
Earthquake,4459.8,Upper-middle-income countries,,01/01/1980
Extreme temperature,25.5,Upper-middle-income countries,,01/01/1980
Extreme weather,549.6,Upper-middle-income countries,,01/01/1980
Flood,2250.5,Upper-middle-income countries,,01/01/1980
Fog,0,Upper-middle-income countries,,01/01/1980
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1980
Volcanic activity,2212.9,Upper-middle-income countries,,01/01/1980
Wet mass movement,397.5,Upper-middle-income countries,,01/01/1980
Wildfire,20.4,Upper-middle-income countries,,01/01/1980
Drought,267.3,Upper-middle-income countries,,01/01/1990
Dry mass movement,52.8,Upper-middle-income countries,,01/01/1990
Earthquake,2728.8,Upper-middle-income countries,,01/01/1990
Extreme temperature,168.2,Upper-middle-income countries,,01/01/1990
Extreme weather,955.2,Upper-middle-income countries,,01/01/1990
Flood,5298.1,Upper-middle-income countries,,01/01/1990
Fog,0,Upper-middle-income countries,,01/01/1990
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1990
Volcanic activity,16.3,Upper-middle-income countries,,01/01/1990
Wet mass movement,391.3,Upper-middle-income countries,,01/01/1990
Wildfire,52.8,Upper-middle-income countries,,01/01/1990
Drought,19.2,Upper-middle-income countries,,01/01/2000
Dry mass movement,16.3,Upper-middle-income countries,,01/01/2000
Earthquake,27373,Upper-middle-income countries,,01/01/2000
Extreme temperature,272.2,Upper-middle-income countries,,01/01/2000
Extreme weather,600.4,Upper-middle-income countries,,01/01/2000
Flood,1426.8,Upper-middle-income countries,,01/01/2000
Fog,0,Upper-middle-income countries,,01/01/2000
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/2000
Volcanic activity,2.5,Upper-middle-income countries,,01/01/2000
Wet mass movement,319.8,Upper-middle-income countries,,01/01/2000
Wildfire,13.2,Upper-middle-income countries,,01/01/2000
Drought,1.3,Upper-middle-income countries,,01/01/2010
Dry mass movement,4.6,Upper-middle-income countries,,01/01/2010
Earthquake,1174.1,Upper-middle-income countries,,01/01/2010
Extreme temperature,5758.4,Upper-middle-income countries,,01/01/2010
Extreme weather,282.7,Upper-middle-income countries,,01/01/2010
Flood,1385.6,Upper-middle-income countries,,01/01/2010
Fog,0,Upper-middle-income countries,,01/01/2010
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/2010
Volcanic activity,127.9,Upper-middle-income countries,,01/01/2010
Wet mass movement,482.9,Upper-middle-income countries,,01/01/2010
Wildfire,22,Upper-middle-income countries,,01/01/2010
Drought,1.2,Upper-middle-income countries,,01/01/2020
Dry mass movement,0,Upper-middle-income countries,,01/01/2020
Earthquake,10353,Upper-middle-income countries,,01/01/2020
Extreme temperature,452,Upper-middle-income countries,,01/01/2020
Extreme weather,2698.6,Upper-middle-income countries,,01/01/2020
Flood,833,Upper-middle-income countries,,01/01/2020
Fog,0,Upper-middle-income countries,,01/01/2020
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/2020
Volcanic activity,20,Upper-middle-income countries,,01/01/2020
Wet mass movement,173,Upper-middle-income countries,,01/01/2020
Wildfire,19.8,Upper-middle-income countries,,01/01/2020
Drought,0,Uruguay,URY,01/01/1900
Dry mass movement,0,Uruguay,URY,01/01/1900
Earthquake,0,Uruguay,URY,01/01/1900
Extreme temperature,0,Uruguay,URY,01/01/1900
Extreme weather,0,Uruguay,URY,01/01/1900
Flood,0,Uruguay,URY,01/01/1900
Fog,0,Uruguay,URY,01/01/1900
Glacial lake outburst flood,0,Uruguay,URY,01/01/1900
Volcanic activity,0,Uruguay,URY,01/01/1900
Wet mass movement,0,Uruguay,URY,01/01/1900
Wildfire,0,Uruguay,URY,01/01/1900
Drought,0,Uruguay,URY,01/01/1910
Dry mass movement,0,Uruguay,URY,01/01/1910
Earthquake,0,Uruguay,URY,01/01/1910
Extreme temperature,0,Uruguay,URY,01/01/1910
Extreme weather,0,Uruguay,URY,01/01/1910
Flood,0,Uruguay,URY,01/01/1910
Fog,0,Uruguay,URY,01/01/1910
Glacial lake outburst flood,0,Uruguay,URY,01/01/1910
Volcanic activity,0,Uruguay,URY,01/01/1910
Wet mass movement,0,Uruguay,URY,01/01/1910
Wildfire,0,Uruguay,URY,01/01/1910
Drought,0,Uruguay,URY,01/01/1920
Dry mass movement,0,Uruguay,URY,01/01/1920
Earthquake,0,Uruguay,URY,01/01/1920
Extreme temperature,0,Uruguay,URY,01/01/1920
Extreme weather,0,Uruguay,URY,01/01/1920
Flood,0,Uruguay,URY,01/01/1920
Fog,0,Uruguay,URY,01/01/1920
Glacial lake outburst flood,0,Uruguay,URY,01/01/1920
Volcanic activity,0,Uruguay,URY,01/01/1920
Wet mass movement,0,Uruguay,URY,01/01/1920
Wildfire,0,Uruguay,URY,01/01/1920
Drought,0,Uruguay,URY,01/01/1930
Dry mass movement,0,Uruguay,URY,01/01/1930
Earthquake,0,Uruguay,URY,01/01/1930
Extreme temperature,0,Uruguay,URY,01/01/1930
Extreme weather,0,Uruguay,URY,01/01/1930
Flood,0,Uruguay,URY,01/01/1930
Fog,0,Uruguay,URY,01/01/1930
Glacial lake outburst flood,0,Uruguay,URY,01/01/1930
Volcanic activity,0,Uruguay,URY,01/01/1930
Wet mass movement,0,Uruguay,URY,01/01/1930
Wildfire,0,Uruguay,URY,01/01/1930
Drought,0,Uruguay,URY,01/01/1940
Dry mass movement,0,Uruguay,URY,01/01/1940
Earthquake,0,Uruguay,URY,01/01/1940
Extreme temperature,0,Uruguay,URY,01/01/1940
Extreme weather,0,Uruguay,URY,01/01/1940
Flood,0,Uruguay,URY,01/01/1940
Fog,0,Uruguay,URY,01/01/1940
Glacial lake outburst flood,0,Uruguay,URY,01/01/1940
Volcanic activity,0,Uruguay,URY,01/01/1940
Wet mass movement,0,Uruguay,URY,01/01/1940
Wildfire,0,Uruguay,URY,01/01/1940
Drought,0,Uruguay,URY,01/01/1950
Dry mass movement,0,Uruguay,URY,01/01/1950
Earthquake,0,Uruguay,URY,01/01/1950
Extreme temperature,0,Uruguay,URY,01/01/1950
Extreme weather,0,Uruguay,URY,01/01/1950
Flood,0,Uruguay,URY,01/01/1950
Fog,0,Uruguay,URY,01/01/1950
Glacial lake outburst flood,0,Uruguay,URY,01/01/1950
Volcanic activity,0,Uruguay,URY,01/01/1950
Wet mass movement,0,Uruguay,URY,01/01/1950
Wildfire,0,Uruguay,URY,01/01/1950
Drought,0,Uruguay,URY,01/01/1960
Dry mass movement,0,Uruguay,URY,01/01/1960
Earthquake,0,Uruguay,URY,01/01/1960
Extreme temperature,0,Uruguay,URY,01/01/1960
Extreme weather,0,Uruguay,URY,01/01/1960
Flood,0.8,Uruguay,URY,01/01/1960
Fog,0,Uruguay,URY,01/01/1960
Glacial lake outburst flood,0,Uruguay,URY,01/01/1960
Volcanic activity,0,Uruguay,URY,01/01/1960
Wet mass movement,0,Uruguay,URY,01/01/1960
Wildfire,0,Uruguay,URY,01/01/1960
Drought,0,Uruguay,URY,01/01/1970
Dry mass movement,0,Uruguay,URY,01/01/1970
Earthquake,0,Uruguay,URY,01/01/1970
Extreme temperature,0,Uruguay,URY,01/01/1970
Extreme weather,0,Uruguay,URY,01/01/1970
Flood,0,Uruguay,URY,01/01/1970
Fog,0,Uruguay,URY,01/01/1970
Glacial lake outburst flood,0,Uruguay,URY,01/01/1970
Volcanic activity,0,Uruguay,URY,01/01/1970
Wet mass movement,0,Uruguay,URY,01/01/1970
Wildfire,0,Uruguay,URY,01/01/1970
Drought,0,Uruguay,URY,01/01/1980
Dry mass movement,0,Uruguay,URY,01/01/1980
Earthquake,0,Uruguay,URY,01/01/1980
Extreme temperature,0,Uruguay,URY,01/01/1980
Extreme weather,0,Uruguay,URY,01/01/1980
Flood,0,Uruguay,URY,01/01/1980
Fog,0,Uruguay,URY,01/01/1980
Glacial lake outburst flood,0,Uruguay,URY,01/01/1980
Volcanic activity,0,Uruguay,URY,01/01/1980
Wet mass movement,0,Uruguay,URY,01/01/1980
Wildfire,0,Uruguay,URY,01/01/1980
Drought,0,Uruguay,URY,01/01/1990
Dry mass movement,0,Uruguay,URY,01/01/1990
Earthquake,0,Uruguay,URY,01/01/1990
Extreme temperature,0,Uruguay,URY,01/01/1990
Extreme weather,0.2,Uruguay,URY,01/01/1990
Flood,0.1,Uruguay,URY,01/01/1990
Fog,0,Uruguay,URY,01/01/1990
Glacial lake outburst flood,0,Uruguay,URY,01/01/1990
Volcanic activity,0,Uruguay,URY,01/01/1990
Wet mass movement,0,Uruguay,URY,01/01/1990
Wildfire,0,Uruguay,URY,01/01/1990
Drought,0,Uruguay,URY,01/01/2000
Dry mass movement,0,Uruguay,URY,01/01/2000
Earthquake,0,Uruguay,URY,01/01/2000
Extreme temperature,0.7,Uruguay,URY,01/01/2000
Extreme weather,0.9,Uruguay,URY,01/01/2000
Flood,0.3,Uruguay,URY,01/01/2000
Fog,0,Uruguay,URY,01/01/2000
Glacial lake outburst flood,0,Uruguay,URY,01/01/2000
Volcanic activity,0,Uruguay,URY,01/01/2000
Wet mass movement,0,Uruguay,URY,01/01/2000
Wildfire,0,Uruguay,URY,01/01/2000
Drought,0,Uruguay,URY,01/01/2010
Dry mass movement,0,Uruguay,URY,01/01/2010
Earthquake,0,Uruguay,URY,01/01/2010
Extreme temperature,0.4,Uruguay,URY,01/01/2010
Extreme weather,0,Uruguay,URY,01/01/2010
Flood,1,Uruguay,URY,01/01/2010
Fog,0,Uruguay,URY,01/01/2010
Glacial lake outburst flood,0,Uruguay,URY,01/01/2010
Volcanic activity,0,Uruguay,URY,01/01/2010
Wet mass movement,0,Uruguay,URY,01/01/2010
Wildfire,0,Uruguay,URY,01/01/2010
Drought,0,Uruguay,URY,01/01/2020
Dry mass movement,0,Uruguay,URY,01/01/2020
Earthquake,0,Uruguay,URY,01/01/2020
Extreme temperature,0,Uruguay,URY,01/01/2020
Extreme weather,0.4,Uruguay,URY,01/01/2020
Flood,0,Uruguay,URY,01/01/2020
Fog,0,Uruguay,URY,01/01/2020
Glacial lake outburst flood,0,Uruguay,URY,01/01/2020
Volcanic activity,0,Uruguay,URY,01/01/2020
Wet mass movement,0,Uruguay,URY,01/01/2020
Wildfire,0,Uruguay,URY,01/01/2020
Drought,0,Uzbekistan,UZB,01/01/1900
Dry mass movement,0,Uzbekistan,UZB,01/01/1900
Earthquake,0,Uzbekistan,UZB,01/01/1900
Extreme temperature,0,Uzbekistan,UZB,01/01/1900
Extreme weather,0,Uzbekistan,UZB,01/01/1900
Flood,0,Uzbekistan,UZB,01/01/1900
Fog,0,Uzbekistan,UZB,01/01/1900
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1900
Volcanic activity,0,Uzbekistan,UZB,01/01/1900
Wet mass movement,0,Uzbekistan,UZB,01/01/1900
Wildfire,0,Uzbekistan,UZB,01/01/1900
Drought,0,Uzbekistan,UZB,01/01/1910
Dry mass movement,0,Uzbekistan,UZB,01/01/1910
Earthquake,0,Uzbekistan,UZB,01/01/1910
Extreme temperature,0,Uzbekistan,UZB,01/01/1910
Extreme weather,0,Uzbekistan,UZB,01/01/1910
Flood,0,Uzbekistan,UZB,01/01/1910
Fog,0,Uzbekistan,UZB,01/01/1910
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1910
Volcanic activity,0,Uzbekistan,UZB,01/01/1910
Wet mass movement,0,Uzbekistan,UZB,01/01/1910
Wildfire,0,Uzbekistan,UZB,01/01/1910
Drought,0,Uzbekistan,UZB,01/01/1920
Dry mass movement,0,Uzbekistan,UZB,01/01/1920
Earthquake,0,Uzbekistan,UZB,01/01/1920
Extreme temperature,0,Uzbekistan,UZB,01/01/1920
Extreme weather,0,Uzbekistan,UZB,01/01/1920
Flood,0,Uzbekistan,UZB,01/01/1920
Fog,0,Uzbekistan,UZB,01/01/1920
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1920
Volcanic activity,0,Uzbekistan,UZB,01/01/1920
Wet mass movement,0,Uzbekistan,UZB,01/01/1920
Wildfire,0,Uzbekistan,UZB,01/01/1920
Drought,0,Uzbekistan,UZB,01/01/1930
Dry mass movement,0,Uzbekistan,UZB,01/01/1930
Earthquake,0,Uzbekistan,UZB,01/01/1930
Extreme temperature,0,Uzbekistan,UZB,01/01/1930
Extreme weather,0,Uzbekistan,UZB,01/01/1930
Flood,0,Uzbekistan,UZB,01/01/1930
Fog,0,Uzbekistan,UZB,01/01/1930
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1930
Volcanic activity,0,Uzbekistan,UZB,01/01/1930
Wet mass movement,0,Uzbekistan,UZB,01/01/1930
Wildfire,0,Uzbekistan,UZB,01/01/1930
Drought,0,Uzbekistan,UZB,01/01/1940
Dry mass movement,0,Uzbekistan,UZB,01/01/1940
Earthquake,0,Uzbekistan,UZB,01/01/1940
Extreme temperature,0,Uzbekistan,UZB,01/01/1940
Extreme weather,0,Uzbekistan,UZB,01/01/1940
Flood,0,Uzbekistan,UZB,01/01/1940
Fog,0,Uzbekistan,UZB,01/01/1940
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1940
Volcanic activity,0,Uzbekistan,UZB,01/01/1940
Wet mass movement,0,Uzbekistan,UZB,01/01/1940
Wildfire,0,Uzbekistan,UZB,01/01/1940
Drought,0,Uzbekistan,UZB,01/01/1950
Dry mass movement,0,Uzbekistan,UZB,01/01/1950
Earthquake,0,Uzbekistan,UZB,01/01/1950
Extreme temperature,0,Uzbekistan,UZB,01/01/1950
Extreme weather,0,Uzbekistan,UZB,01/01/1950
Flood,0,Uzbekistan,UZB,01/01/1950
Fog,0,Uzbekistan,UZB,01/01/1950
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1950
Volcanic activity,0,Uzbekistan,UZB,01/01/1950
Wet mass movement,0,Uzbekistan,UZB,01/01/1950
Wildfire,0,Uzbekistan,UZB,01/01/1950
Drought,0,Uzbekistan,UZB,01/01/1960
Dry mass movement,0,Uzbekistan,UZB,01/01/1960
Earthquake,0,Uzbekistan,UZB,01/01/1960
Extreme temperature,0,Uzbekistan,UZB,01/01/1960
Extreme weather,0,Uzbekistan,UZB,01/01/1960
Flood,0,Uzbekistan,UZB,01/01/1960
Fog,0,Uzbekistan,UZB,01/01/1960
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1960
Volcanic activity,0,Uzbekistan,UZB,01/01/1960
Wet mass movement,0,Uzbekistan,UZB,01/01/1960
Wildfire,0,Uzbekistan,UZB,01/01/1960
Drought,0,Uzbekistan,UZB,01/01/1970
Dry mass movement,0,Uzbekistan,UZB,01/01/1970
Earthquake,0,Uzbekistan,UZB,01/01/1970
Extreme temperature,0,Uzbekistan,UZB,01/01/1970
Extreme weather,0,Uzbekistan,UZB,01/01/1970
Flood,0,Uzbekistan,UZB,01/01/1970
Fog,0,Uzbekistan,UZB,01/01/1970
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1970
Volcanic activity,0,Uzbekistan,UZB,01/01/1970
Wet mass movement,0,Uzbekistan,UZB,01/01/1970
Wildfire,0,Uzbekistan,UZB,01/01/1970
Drought,0,Uzbekistan,UZB,01/01/1980
Dry mass movement,0,Uzbekistan,UZB,01/01/1980
Earthquake,0,Uzbekistan,UZB,01/01/1980
Extreme temperature,0,Uzbekistan,UZB,01/01/1980
Extreme weather,0,Uzbekistan,UZB,01/01/1980
Flood,0,Uzbekistan,UZB,01/01/1980
Fog,0,Uzbekistan,UZB,01/01/1980
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1980
Volcanic activity,0,Uzbekistan,UZB,01/01/1980
Wet mass movement,0,Uzbekistan,UZB,01/01/1980
Wildfire,0,Uzbekistan,UZB,01/01/1980
Drought,0,Uzbekistan,UZB,01/01/1990
Dry mass movement,0.1,Uzbekistan,UZB,01/01/1990
Earthquake,0.9,Uzbekistan,UZB,01/01/1990
Extreme temperature,0,Uzbekistan,UZB,01/01/1990
Extreme weather,0,Uzbekistan,UZB,01/01/1990
Flood,0,Uzbekistan,UZB,01/01/1990
Fog,0,Uzbekistan,UZB,01/01/1990
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/1990
Volcanic activity,0,Uzbekistan,UZB,01/01/1990
Wet mass movement,2.4,Uzbekistan,UZB,01/01/1990
Wildfire,0,Uzbekistan,UZB,01/01/1990
Drought,0,Uzbekistan,UZB,01/01/2000
Dry mass movement,0,Uzbekistan,UZB,01/01/2000
Earthquake,0,Uzbekistan,UZB,01/01/2000
Extreme temperature,0,Uzbekistan,UZB,01/01/2000
Extreme weather,0,Uzbekistan,UZB,01/01/2000
Flood,0,Uzbekistan,UZB,01/01/2000
Fog,0,Uzbekistan,UZB,01/01/2000
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/2000
Volcanic activity,0,Uzbekistan,UZB,01/01/2000
Wet mass movement,0,Uzbekistan,UZB,01/01/2000
Wildfire,0,Uzbekistan,UZB,01/01/2000
Drought,0,Uzbekistan,UZB,01/01/2010
Dry mass movement,0,Uzbekistan,UZB,01/01/2010
Earthquake,1.3,Uzbekistan,UZB,01/01/2010
Extreme temperature,0,Uzbekistan,UZB,01/01/2010
Extreme weather,0,Uzbekistan,UZB,01/01/2010
Flood,0,Uzbekistan,UZB,01/01/2010
Fog,0,Uzbekistan,UZB,01/01/2010
Glacial lake outburst flood,0,Uzbekistan,UZB,01/01/2010
Volcanic activity,0,Uzbekistan,UZB,01/01/2010
Wet mass movement,0,Uzbekistan,UZB,01/01/2010
Wildfire,0,Uzbekistan,UZB,01/01/2010
Drought,0,Uzbekistan,UZB,01/01/2020
Dry mass movement,0,Uzbekistan,UZB,01/01/2020
